library_book_id,library_id,book_id,quantity,available_quantity
270,1,558,4,4
271,1,175,2,1
272,1,795,2,0
273,1,397,4,3
274,1,95,5,3
275,1,464,3,2
276,1,815,5,0
277,1,594,4,3
278,1,692,1,1
279,1,711,1,0
280,1,616,5,3
281,1,997,1,1
282,1,640,2,0
283,1,598,5,4
284,1,191,5,4
285,1,162,1,1
286,1,712,4,1
287,1,791,3,1
288,1,268,5,4
289,1,533,2,0
290,1,234,5,4
291,1,57,1,1
292,1,179,4,0
293,1,167,2,2
294,1,410,3,1
295,1,766,5,4
296,1,43,4,3
297,1,129,1,1
298,1,276,1,0
299,1,808,2,1
300,1,364,1,0
301,1,26,3,1
302,1,702,4,4
303,1,337,5,4
304,1,805,5,5
305,1,946,2,1
306,1,429,5,0
307,1,394,2,0
308,1,262,5,1
309,1,877,2,2
310,1,794,2,2
311,1,259,2,1
312,1,915,4,4
313,1,726,5,2
314,1,272,5,2
315,1,143,5,3
316,1,831,2,2
317,1,559,1,0
318,1,646,1,1
319,1,801,1,1
320,1,10,2,1
321,1,494,3,2
322,1,917,4,0
323,1,773,5,3
324,1,786,1,0
325,1,841,2,0
326,1,76,3,3
327,1,221,2,1
328,1,903,2,0
329,1,846,2,1
330,1,907,1,1
331,1,512,2,0
332,1,55,4,3
333,1,556,3,3
334,1,895,3,0
335,1,876,2,1
336,1,14,3,3
337,1,954,2,2
338,1,193,2,1
339,1,79,4,3
340,1,149,3,2
341,1,911,2,0
342,1,542,1,1
343,1,22,1,1
344,1,567,3,2
345,1,823,3,1
346,1,352,1,1
347,1,866,1,0
348,1,886,2,2
349,1,367,5,3
350,1,552,5,3
351,1,814,2,0
352,1,953,2,0
353,1,441,1,1
354,1,63,4,2
355,1,725,2,1
356,1,635,4,1
357,1,931,1,0
358,1,850,1,1
359,1,851,4,2
360,1,752,2,1
361,1,361,2,0
362,1,289,2,0
363,1,507,3,0
364,1,792,4,0
365,1,825,3,0
366,1,883,1,0
367,1,543,4,4
368,1,857,4,4
369,1,860,4,2
370,1,608,1,0
371,1,843,3,0
372,1,334,5,0
373,1,408,2,2
374,1,936,4,4
375,1,4,1,1
376,1,444,3,3
377,1,37,2,2
378,1,481,5,4
379,1,119,1,1
380,1,88,5,3
381,1,528,3,2
382,1,392,4,1
383,1,5,2,1
384,1,802,2,2
385,1,154,5,4
386,1,376,3,0
387,1,480,2,1
388,1,450,1,1
389,1,575,3,2
390,1,81,2,1
391,1,991,2,0
392,1,661,1,0
393,1,12,4,1
394,1,665,5,3
395,1,969,3,3
396,1,900,2,2
397,1,159,3,3
398,1,526,4,1
399,1,385,5,5
400,1,469,3,3
401,1,347,5,1
402,1,140,2,0
403,1,724,1,0
404,1,132,3,2
405,1,216,5,5
406,1,349,4,1
407,1,518,4,1
408,1,923,2,2
409,1,840,1,1
410,1,299,3,0
411,1,378,1,1
412,1,964,1,0
413,1,716,4,0
414,1,775,1,1
415,1,61,3,0
416,1,192,2,1
417,1,696,1,1
418,1,455,3,0
419,1,934,4,3
420,1,834,5,1
421,1,578,4,0
422,1,351,4,3
423,1,898,1,1
424,1,617,5,0
425,1,513,1,1
426,1,278,3,1
427,1,359,1,1
428,1,510,2,2
429,1,1,5,4
430,1,501,5,4
431,1,212,2,0
432,1,310,4,1
433,1,774,5,2
434,1,433,3,1
435,1,160,5,1
436,1,128,2,1
437,1,782,3,3
438,1,227,5,5
439,1,189,2,1
440,1,379,5,3
441,1,604,5,5
442,1,569,4,1
443,1,33,4,0
444,1,750,2,1
445,1,819,1,0
446,1,320,3,2
447,1,719,3,2
448,1,618,1,1
449,1,565,2,2
450,1,557,4,1
451,1,656,2,1
452,1,6,4,3
453,1,426,5,1
454,1,169,3,2
455,1,274,4,1
456,1,335,2,1
457,1,463,4,3
458,1,942,4,0
459,1,913,4,3
460,1,344,2,0
461,1,34,3,0
462,1,647,1,0
463,1,418,2,1
464,1,148,4,2
465,1,651,4,1
466,1,655,4,1
467,1,31,1,1
468,1,749,1,0
469,1,574,3,2
470,1,950,4,3
471,1,135,1,1
472,1,123,3,2
473,1,369,2,2
474,1,285,1,1
475,1,878,3,0
476,1,869,3,3
477,1,549,4,2
478,1,707,5,2
479,1,115,1,1
480,1,767,3,2
481,1,896,1,0
482,1,525,3,0
483,1,203,1,1
484,1,284,3,1
485,1,633,3,3
486,1,420,1,1
487,1,788,2,1
488,1,431,4,4
489,1,676,3,2
490,1,27,5,1
491,1,138,4,2
492,1,343,5,2
493,1,150,3,0
494,1,491,4,0
495,1,981,3,1
496,1,390,5,2
497,1,329,4,1
498,1,943,2,1
499,1,641,3,2
500,1,978,3,0
501,1,54,5,5
502,1,771,4,4
503,1,490,2,0
504,1,250,2,2
505,1,467,2,2
506,1,281,5,1
507,1,970,3,1
508,1,62,5,4
509,1,100,2,2
510,1,403,2,1
511,1,897,2,0
512,1,231,1,0
513,1,546,5,2
514,1,147,1,1
515,1,873,3,2
516,1,678,1,0
517,1,579,5,1
518,1,698,5,0
519,1,603,2,2
520,1,273,5,0
521,1,505,4,1
522,1,809,4,4
523,1,314,4,4
524,1,383,2,2
525,1,86,3,0
526,1,675,5,4
527,1,930,2,2
528,1,780,3,0
529,1,242,4,3
530,1,368,3,3
531,1,174,3,2
532,1,952,2,2
533,1,924,4,3
534,1,75,2,1
535,1,837,2,0
536,1,65,1,0
537,1,862,4,4
538,1,30,5,0
539,1,240,3,0
540,1,318,2,2
541,1,870,5,4
542,1,45,5,0
543,1,328,1,0
544,1,296,5,2
545,1,170,4,2
546,1,161,1,0
547,1,52,4,3
548,1,778,3,0
549,1,735,1,0
550,1,355,1,1
551,1,244,4,4
552,1,237,3,2
553,1,951,5,4
554,1,103,3,1
555,1,919,4,1
556,1,213,1,0
557,1,241,3,0
558,1,679,5,2
559,1,893,5,4
560,1,629,2,0
561,1,77,2,1
562,1,48,3,0
563,1,650,1,1
564,1,796,5,4
565,1,581,4,2
566,1,353,1,0
567,1,620,2,0
568,1,134,5,2
569,1,28,5,5
570,1,648,1,0
571,1,211,1,1
572,1,435,3,0
573,1,295,5,4
574,1,709,4,4
575,1,486,2,2
576,1,660,3,3
577,1,255,1,1
578,1,597,4,3
579,1,784,2,0
580,1,599,4,1
581,1,338,5,3
582,1,84,3,2
583,1,152,3,3
584,1,577,1,0
585,1,339,4,3
586,1,673,2,0
587,1,209,2,2
588,1,362,5,4
589,1,19,4,4
590,1,235,5,2
591,1,966,2,2
592,1,582,5,2
593,1,66,2,1
594,1,684,5,3
595,1,184,4,4
596,1,622,1,1
597,1,386,4,1
598,1,1000,5,4
599,1,555,1,1
600,1,722,4,1
601,1,440,4,0
602,1,961,4,2
603,1,909,2,1
604,1,764,5,5
605,1,671,3,0
606,1,107,5,1
607,1,316,3,0
608,1,366,5,3
609,1,686,1,0
610,1,537,2,0
611,1,845,2,2
612,1,223,3,0
613,1,916,4,4
614,1,145,5,4
615,1,194,2,2
616,1,288,5,5
617,1,297,1,0
618,1,395,1,0
619,1,538,1,0
620,1,365,4,1
621,1,863,1,0
622,1,217,2,2
623,1,522,1,0
624,1,956,4,2
625,1,67,4,3
626,1,852,2,0
627,1,453,4,3
628,1,935,4,4
629,1,326,2,0
630,1,976,2,1
631,1,497,3,1
632,1,940,5,0
633,1,226,2,1
634,1,489,5,0
635,1,760,5,5
636,1,50,3,3
637,1,372,2,0
638,1,411,3,3
639,1,855,5,1
640,1,485,2,0
641,1,999,4,1
642,1,158,2,2
643,1,965,1,0
644,1,164,3,2
645,1,168,3,1
646,1,412,4,4
647,1,172,2,1
648,1,977,5,0
649,1,381,3,2
650,1,509,1,1
651,1,479,1,1
652,1,901,2,1
653,1,755,1,1
654,1,229,3,2
655,1,488,2,2
656,1,776,1,0
657,1,933,3,0
658,1,325,1,1
659,1,506,1,1
660,1,511,1,0
661,1,551,3,0
662,1,853,4,4
663,1,768,4,2
664,1,85,3,2
665,1,638,5,4
666,1,336,4,2
667,1,539,1,1
668,1,323,4,4
669,1,500,5,0
670,1,443,2,2
671,1,271,5,0
672,1,185,4,2
673,1,730,5,2
674,1,210,2,0
675,1,777,1,0
676,1,517,5,0
677,1,131,5,5
678,1,532,4,1
679,1,24,2,2
680,1,967,1,1
681,1,317,5,3
682,1,406,3,0
683,1,827,4,0
684,1,807,3,0
685,1,652,2,0
686,1,104,2,2
687,1,198,4,4
688,1,847,5,1
689,1,891,2,2
690,1,770,2,1
691,1,380,5,2
692,1,927,2,1
693,1,146,5,4
694,1,785,1,1
695,1,499,2,1
696,1,8,2,1
697,1,793,3,0
698,1,580,3,2
699,1,835,4,1
700,1,674,1,0
701,1,9,4,0
702,1,350,4,1
703,1,476,1,0
704,1,994,1,0
705,1,17,4,2
706,1,971,4,1
707,1,243,1,0
708,1,477,1,0
709,1,639,5,5
710,1,781,2,1
711,1,683,4,4
712,1,265,1,1
713,1,503,4,4
714,1,642,2,0
715,1,396,1,0
716,1,561,5,4
717,1,483,4,1
718,1,201,5,0
719,1,721,3,0
720,1,39,3,3
721,1,82,5,3
722,1,888,4,0
723,1,779,2,2
724,1,109,2,0
725,1,171,3,1
726,1,889,3,1
727,1,677,1,0
728,1,421,4,2
729,1,266,1,0
730,1,813,4,3
731,1,166,5,2
732,1,986,3,2
733,1,761,2,2
734,1,758,1,1
735,1,214,5,3
736,1,293,2,1
737,1,882,4,0
738,1,856,4,1
739,1,206,2,1
740,1,245,4,0
741,1,363,5,5
742,1,612,2,0
743,1,905,2,0
744,1,399,5,1
745,1,703,5,3
746,1,972,1,1
747,1,687,1,1
748,1,554,5,1
749,1,257,3,0
750,1,657,4,1
751,1,304,2,1
752,1,519,3,0
753,1,264,5,3
754,1,973,2,2
755,1,627,5,3
756,1,960,1,1
757,1,177,2,1
758,1,357,3,1
759,1,523,4,0
760,1,89,5,4
761,1,540,3,3
762,1,454,1,0
763,1,458,1,1
764,1,734,5,5
765,1,382,5,2
766,1,98,3,1
767,1,70,2,1
768,1,804,4,3
769,1,631,3,2
770,2,447,2,1
771,2,91,2,1
772,2,112,1,1
773,2,715,4,4
774,2,750,1,0
775,2,731,2,1
776,2,226,4,1
777,2,73,2,2
778,2,925,4,0
779,2,85,4,2
780,2,197,4,3
781,2,756,1,1
782,2,831,4,1
783,2,230,5,4
784,2,3,2,1
785,2,727,1,0
786,2,476,2,0
787,2,640,5,4
788,2,537,4,4
789,2,362,2,2
790,2,124,1,1
791,2,730,1,1
792,2,69,4,0
793,2,454,2,1
794,2,879,5,3
795,2,967,1,1
796,2,98,1,0
797,2,322,3,2
798,2,741,1,1
799,2,616,4,4
800,2,58,4,3
801,2,394,1,0
802,2,535,5,2
803,2,689,3,0
804,2,595,2,2
805,2,551,5,3
806,2,701,4,3
807,2,650,1,1
808,2,149,3,3
809,2,834,3,2
810,2,892,4,3
811,2,487,1,0
812,2,889,5,2
813,2,549,1,0
814,2,184,1,1
815,2,830,3,2
816,2,134,2,0
817,2,262,2,1
818,2,481,5,3
819,2,161,3,3
820,2,992,4,2
821,2,612,3,1
822,2,204,2,0
823,2,550,3,3
824,2,754,1,0
825,2,72,3,2
826,2,778,1,0
827,2,699,5,5
828,2,829,4,1
829,2,29,3,1
830,2,393,2,1
831,2,332,2,0
832,2,565,3,3
833,2,921,3,2
834,2,486,5,3
835,2,514,1,0
836,2,294,5,1
837,2,333,2,2
838,2,769,3,1
839,2,285,4,1
840,2,223,4,2
841,2,361,1,1
842,2,823,5,4
843,2,81,1,1
844,2,951,3,3
845,2,997,5,5
846,2,536,5,3
847,2,881,1,1
848,2,807,3,2
849,2,569,4,4
850,2,941,3,1
851,2,200,2,2
852,2,278,1,1
853,2,472,4,1
854,2,543,1,1
855,2,676,3,2
856,2,883,5,5
857,2,380,5,2
858,2,895,2,0
859,2,196,2,2
860,2,111,4,0
861,2,67,2,2
862,2,963,5,5
863,2,583,3,2
864,2,690,5,5
865,2,724,4,0
866,2,707,1,1
867,2,406,2,2
868,2,744,2,1
869,2,224,3,2
870,2,691,2,0
871,2,375,1,0
872,2,745,2,0
873,2,859,5,1
874,2,982,5,4
875,2,661,4,4
876,2,34,5,5
877,2,548,5,4
878,2,821,3,1
879,2,673,5,4
880,2,668,4,3
881,2,655,2,0
882,2,865,4,1
883,2,802,3,1
884,2,820,1,1
885,2,25,2,0
886,2,531,1,1
887,2,955,5,3
888,2,927,4,3
889,2,342,3,3
890,2,307,2,0
891,2,836,1,0
892,2,664,3,2
893,2,143,5,1
894,2,887,3,2
895,2,909,5,2
896,2,942,2,1
897,2,373,3,1
898,2,837,4,4
899,2,846,1,1
900,2,82,5,5
901,2,101,4,1
902,2,261,1,0
903,2,795,5,4
904,2,513,2,0
905,2,540,3,1
906,2,318,1,0
907,2,962,2,1
908,2,902,2,2
909,2,202,4,1
910,2,217,5,2
911,2,391,3,0
912,2,415,3,2
913,2,429,4,1
914,2,685,5,4
915,2,313,1,1
916,2,711,3,0
917,2,443,5,5
918,2,541,4,1
919,2,189,5,1
920,2,703,2,2
921,2,428,2,2
922,2,79,5,4
923,2,268,5,3
924,2,372,1,0
925,2,284,3,3
926,2,566,1,1
927,2,258,2,0
928,2,163,4,4
929,2,243,3,3
930,2,89,3,3
931,2,880,5,4
932,2,484,4,3
933,2,812,5,3
934,2,810,3,1
935,2,264,3,1
936,2,485,4,0
937,2,534,1,1
938,2,464,3,3
939,2,397,2,0
940,2,43,5,3
941,2,296,5,0
942,2,642,2,0
943,2,467,4,0
944,2,631,5,4
945,2,399,3,0
946,2,287,2,0
947,2,86,1,1
948,2,40,3,0
949,2,989,2,0
950,2,188,1,0
951,2,495,2,0
952,2,409,4,2
953,2,452,5,0
954,2,358,1,1
955,2,122,2,1
956,2,50,3,1
957,2,922,3,0
958,2,247,5,5
959,2,580,4,1
960,2,155,4,2
961,2,445,1,1
962,2,270,3,2
963,2,593,2,2
964,2,891,5,1
965,2,63,5,1
966,2,605,2,2
967,2,939,1,0
968,2,686,5,5
969,2,95,3,1
970,2,100,5,2
971,2,588,4,3
972,2,385,4,0
973,2,390,5,0
974,2,944,5,2
975,2,408,4,2
976,2,504,3,1
977,2,670,5,5
978,2,785,4,4
979,2,433,4,3
980,2,796,1,1
981,2,338,1,0
982,2,142,5,2
983,2,964,1,1
984,2,331,1,1
985,2,784,5,0
986,2,283,4,0
987,2,873,5,1
988,2,471,4,3
989,2,312,2,1
990,2,957,4,3
991,2,839,2,1
992,2,533,3,1
993,2,761,4,0
994,2,32,3,2
995,2,517,2,0
996,2,168,2,2
997,2,407,5,5
998,2,22,4,1
999,2,48,2,1
1000,2,83,1,1
1001,2,644,2,1
1002,2,66,3,1
1003,2,657,3,2
1004,2,237,5,5
1005,2,556,3,3
1006,2,181,2,0
1007,2,255,1,1
1008,2,71,4,3
1009,2,864,2,0
1010,2,575,3,2
1011,2,164,4,4
1012,2,384,5,4
1013,2,413,2,1
1014,2,679,5,5
1015,2,186,2,2
1016,2,35,5,3
1017,2,932,5,5
1018,2,624,1,0
1019,2,131,3,3
1020,2,24,5,4
1021,2,748,2,2
1022,2,947,1,0
1023,2,557,5,4
1024,2,804,4,2
1025,2,113,2,0
1026,2,183,5,3
1027,2,462,2,0
1028,2,589,3,2
1029,2,498,3,0
1030,2,996,5,5
1031,2,194,3,2
1032,2,632,2,0
1033,2,335,3,1
1034,2,877,4,3
1035,2,500,4,0
1036,2,547,5,2
1037,2,753,3,2
1038,2,179,4,3
1039,2,251,2,1
1040,2,263,4,4
1041,2,23,1,0
1042,2,465,1,1
1043,2,920,3,1
1044,2,773,3,1
1045,2,12,4,0
1046,2,869,3,2
1047,2,436,3,1
1048,2,782,3,3
1049,2,126,2,2
1050,2,39,2,2
1051,2,158,2,0
1052,2,937,2,0
1053,2,636,4,3
1054,2,708,3,2
1055,2,231,1,1
1056,2,935,2,1
1057,2,819,4,2
1058,2,633,5,5
1059,2,660,5,5
1060,2,598,4,4
1061,2,688,5,5
1062,2,417,4,0
1063,2,208,4,1
1064,2,389,4,4
1065,2,292,3,3
1066,2,381,5,3
1067,2,214,5,2
1068,2,876,4,3
1069,2,893,4,3
1070,2,411,3,2
1071,2,6,1,0
1072,2,368,3,1
1073,2,917,5,0
1074,2,770,1,1
1075,2,30,4,2
1076,2,300,5,2
1077,2,127,2,0
1078,2,17,3,1
1079,2,554,3,3
1080,2,240,4,1
1081,2,108,1,0
1082,2,344,2,2
1083,2,502,1,0
1084,2,641,5,1
1085,2,244,5,0
1086,2,755,4,1
1087,2,987,3,1
1088,2,817,3,3
1089,2,90,4,0
1090,2,949,4,1
1091,2,890,5,5
1092,2,948,5,0
1093,2,256,3,2
1094,2,662,3,2
1095,2,586,3,0
1096,2,61,3,0
1097,2,532,3,1
1098,2,814,5,1
1099,2,824,2,0
1100,2,303,2,2
1101,2,280,3,1
1102,2,545,2,0
1103,2,863,1,0
1104,2,242,3,3
1105,2,999,2,2
1106,2,448,3,1
1107,2,959,5,3
1108,2,491,4,0
1109,2,357,3,0
1110,2,792,3,0
1111,2,398,3,1
1112,2,897,1,0
1113,2,301,5,0
1114,2,610,1,1
1115,2,78,4,3
1116,2,572,5,0
1117,2,211,3,3
1118,2,974,3,1
1119,2,783,2,1
1120,2,995,1,0
1121,2,818,3,0
1122,2,965,5,4
1123,2,970,5,5
1124,2,187,2,2
1125,2,416,2,0
1126,2,60,2,2
1127,2,847,4,3
1128,2,257,2,1
1129,2,423,1,0
1130,2,425,4,0
1131,2,980,2,2
1132,2,774,3,3
1133,2,584,5,1
1134,2,148,3,1
1135,2,180,5,0
1136,2,656,3,3
1137,2,37,1,1
1138,2,680,3,0
1139,2,888,1,1
1140,2,218,1,0
1141,2,617,4,4
1142,2,896,2,2
1143,2,219,1,1
1144,2,152,2,2
1145,2,314,1,0
1146,2,125,3,0
1147,2,10,4,3
1148,2,490,5,5
1149,2,59,1,0
1150,2,969,2,2
1151,2,84,1,1
1152,2,355,1,1
1153,2,42,4,1
1154,2,563,5,2
1155,2,722,3,1
1156,2,141,2,0
1157,2,119,2,1
1158,2,746,1,0
1159,2,653,1,0
1160,2,167,5,4
1161,2,646,2,2
1162,2,860,2,1
1163,2,277,5,5
1164,2,176,2,1
1165,2,918,5,3
1166,2,805,5,4
1167,2,144,1,0
1168,2,315,1,1
1169,2,907,3,3
1170,2,850,2,2
1171,2,123,1,1
1172,2,527,4,2
1173,2,404,1,1
1174,2,508,4,1
1175,2,55,2,2
1176,2,885,4,1
1177,2,439,5,2
1178,2,169,2,1
1179,2,14,4,3
1180,2,267,4,2
1181,2,568,2,0
1182,2,343,4,4
1183,2,233,5,5
1184,2,330,1,1
1185,2,571,1,1
1186,2,234,3,2
1187,2,104,4,1
1188,2,80,3,2
1189,2,663,2,1
1190,2,871,1,0
1191,2,842,2,2
1192,2,725,2,2
1193,2,212,3,0
1194,2,360,5,0
1195,2,573,1,0
1196,2,419,1,1
1197,2,870,1,0
1198,2,64,2,1
1199,2,526,3,1
1200,2,276,1,0
1201,2,135,2,2
1202,2,441,5,2
1203,2,349,5,5
1204,2,379,1,0
1205,2,564,1,0
1206,2,906,3,3
1207,2,737,5,5
1208,2,206,2,2
1209,2,899,3,0
1210,2,875,4,3
1211,2,199,1,1
1212,2,638,5,5
1213,2,943,4,1
1214,2,510,1,1
1215,2,838,5,0
1216,2,279,4,4
1217,2,311,3,3
1218,2,99,1,0
1219,2,590,2,1
1220,2,110,5,2
1221,2,530,1,0
1222,2,207,3,1
1223,2,862,2,1
1224,2,109,2,1
1225,2,759,5,0
1226,2,316,4,3
1227,2,281,5,3
1228,2,894,1,0
1229,2,986,3,3
1230,2,420,3,0
1231,2,377,3,0
1232,2,154,1,1
1233,2,345,1,0
1234,2,306,2,1
1235,2,105,5,5
1236,2,622,3,2
1237,2,291,4,4
1238,2,671,3,0
1239,2,426,5,3
1240,2,512,1,0
1241,2,339,2,1
1242,2,710,3,0
1243,2,378,1,0
1244,2,994,5,3
1245,2,938,4,0
1246,2,45,1,1
1247,2,453,5,5
1248,2,843,2,2
1249,2,62,5,5
1250,2,341,1,0
1251,2,776,5,3
1252,2,912,5,1
1253,2,327,1,0
1254,2,483,4,3
1255,2,914,1,1
1256,2,998,5,4
1257,2,971,1,0
1258,2,438,5,5
1259,2,507,2,0
1260,2,444,1,1
1261,2,674,2,1
1262,2,353,4,4
1263,2,734,1,1
1264,2,763,5,2
1265,2,747,3,0
1266,2,529,5,0
1267,2,162,1,1
1268,2,173,4,3
1269,2,182,2,1
1270,2,290,5,4
1271,2,911,4,3
1272,2,97,1,0
1273,2,430,3,0
1274,2,797,3,2
1275,2,926,4,0
1276,2,800,5,3
1277,2,401,5,3
1278,2,359,2,0
1279,2,627,3,2
1280,2,323,5,0
1281,2,958,1,1
1282,2,305,2,0
1283,2,118,2,1
1284,2,576,3,0
1285,2,886,1,1
1286,2,115,4,0
1287,2,250,1,1
1288,2,913,1,1
1289,2,714,4,3
1290,2,591,1,0
1291,2,220,1,0
1292,2,841,5,3
1293,2,479,4,4
1294,2,469,3,2
1295,2,523,1,0
1296,2,297,4,2
1297,2,915,3,3
1298,2,308,3,3
1299,2,129,4,2
1300,2,249,4,1
1301,2,478,2,0
1302,2,440,2,0
1303,2,75,2,2
1304,2,833,1,1
1305,2,271,3,0
1306,2,936,3,0
1307,2,213,2,1
1308,2,981,1,1
1309,2,990,1,0
1310,2,150,4,3
1311,2,681,3,2
1312,2,696,2,2
1313,2,132,3,1
1314,2,49,3,2
1315,2,265,5,5
1316,2,749,3,1
1317,2,815,4,1
1318,2,798,2,2
1319,2,954,2,2
1320,2,849,4,3
1321,2,736,2,1
1322,2,979,5,1
1323,2,582,3,1
1324,2,788,1,1
1325,2,170,1,0
1326,2,172,2,0
1327,2,742,3,2
1328,2,866,4,3
1329,2,480,5,5
1330,2,27,4,0
1331,2,884,4,0
1332,2,15,5,1
1333,2,562,4,2
1334,2,789,5,5
1335,2,506,3,3
1336,2,581,2,2
1337,2,451,4,1
1338,2,872,4,0
1339,2,928,5,1
1340,2,867,1,0
1341,2,757,5,1
1342,2,201,4,3
1343,2,908,4,0
1344,2,717,3,2
1345,2,620,5,0
1346,2,801,2,0
1347,2,649,4,0
1348,2,780,5,1
1349,2,678,3,3
1350,2,615,5,1
1351,2,952,1,0
1352,2,961,5,1
1353,2,216,5,3
1354,2,934,2,2
1355,2,772,4,2
1356,2,600,1,1
1357,2,929,4,3
1358,2,726,1,0
1359,2,567,3,1
